Elapsed time,ECG,EMG,foot GSR,hand GSR,HR,marker,RESP
'0:00.786',-0.035,0.456,6.11,10.322,75.0,12.48,30.12
'0:00.788',-0.062,0.456,6.11,10.322,75.0,12.48,30.12
'0:00.790',-0.134,0.456,6.11,10.322,75.0,12.48,30.12
'0:00.792',-0.133,0.456,6.11,10.322,75.0,12.48,30.12
'0:00.794',-0.122,0.456,6.11,10.322,75.0,12.48,30.12
'0:00.796',-0.179,0.456,6.11,10.322,75.0,12.48,30.12
'0:00.798',-0.192,0.456,6.11,10.322,75.0,12.48,30.12
'0:00.800',-0.168,0.456,6.11,10.322,75.0,12.48,30.12
'0:00.802',-0.195,0.456,6.11,10.322,75.0,12.48,30.12
'0:00.804',-0.2,0.456,6.11,10.322,75.0,12.48,30.12
'0:00.806',-0.171,0.456,6.103,10.307,75.0,12.48,30.06
'0:00.808',-0.183,0.456,6.103,10.307,75.0,12.48,30.06
'0:00.810',-0.204,0.456,6.103,10.307,75.0,12.48,30.06
'0:00.813',-0.197,0.456,6.103,10.307,75.0,12.48,30.06
'0:00.815',-0.226,0.456,6.103,10.307,75.0,12.48,30.06
'0:00.817',-0.258,0.456,6.103,10.307,75.0,12.48,30.06
'0:00.819',-0.261,0.456,6.103,10.307,75.0,12.48,30.06
'0:00.821',-0.266,0.456,6.103,10.307,75.0,12.48,30.06
'0:00.823',-0.244,0.456,6.103,10.307,75.0,12.48,30.06
'0:00.825',-0.156,0.456,6.103,10.307,75.0,12.48,30.06
'0:00.827',-0.1,0.456,6.103,10.307,75.0,12.48,30.06
'0:00.829',-0.186,0.456,6.103,10.307,75.0,12.48,30.06
'0:00.831',-0.245,0.456,6.103,10.307,75.0,12.48,30.06
'0:00.833',-0.195,0.456,6.103,10.307,75.0,12.48,30.06
'0:00.835',-0.182,0.456,6.103,10.307,75.0,12.48,30.06
'0:00.837',-0.214,0.456,6.103,10.307,75.0,12.48,30.06
'0:00.839',-0.226,0.601,6.093,10.289,75.0,12.48,30.0
'0:00.841',-0.21,0.601,6.093,10.289,75.0,12.48,30.0
'0:00.843',-0.192,0.601,6.093,10.289,75.0,12.48,30.0
'0:00.845',-0.209,0.601,6.093,10.289,75.0,12.48,30.0
'0:00.847',-0.211,0.601,6.093,10.289,75.0,12.48,30.0
'0:00.849',-0.208,0.601,6.093,10.289,75.0,12.48,30.0
'0:00.851',-0.248,0.601,6.093,10.289,75.0,12.48,30.0
'0:00.853',-0.314,0.601,6.093,10.289,75.0,12.48,30.0
'0:00.855',-0.309,0.601,6.093,10.289,75.0,12.48,30.0
'0:00.857',-0.291,0.601,6.093,10.289,75.0,12.48,30.0
'0:00.859',-0.341,0.601,6.093,10.289,75.0,12.48,30.0
'0:00.861',-0.336,0.601,6.093,10.289,75.0,12.48,30.0
'0:00.863',-0.293,0.601,6.093,10.289,75.0,12.48,30.0
'0:00.865',-0.228,0.601,6.093,10.289,75.0,12.48,30.0
'0:00.867',-0.156,0.601,6.093,10.289,75.0,12.48,30.0
'0:00.869',-0.166,0.601,6.093,10.289,75.0,12.48,30.0
'0:00.871',-0.209,0.601,6.086,10.274,75.0,12.48,29.96
'0:00.873',-0.23,0.601,6.086,10.274,75.0,12.48,29.96
'0:00.875',-0.215,0.601,6.086,10.274,75.0,12.48,29.96
'0:00.877',-0.241,0.601,6.086,10.274,75.0,12.48,29.96
'0:00.879',-0.303,0.601,6.086,10.274,75.0,12.48,29.96
'0:00.881',-0.253,0.601,6.086,10.274,75.0,12.48,29.96
'0:00.883',-0.173,0.601,6.086,10.274,75.0,12.48,29.96
'0:00.885',-0.204,0.601,6.086,10.274,75.0,12.48,29.96
'0:00.887',-0.232,0.601,6.086,10.274,75.0,12.48,29.96
'0:00.889',-0.226,0.601,6.086,10.274,75.0,12.48,29.96
'0:00.891',-0.273,0.601,6.086,10.274,75.0,12.48,29.96
'0:00.893',-0.291,0.601,6.086,10.274,75.0,12.48,29.96
'0:00.895',-0.247,0.601,6.086,10.274,75.0,12.48,29.96
'0:00.897',-0.23,0.601,6.086,10.274,75.0,12.48,29.96
'0:00.899',-0.205,0.601,6.086,10.274,75.0,12.48,29.96
'0:00.901',-0.201,0.601,6.086,10.274,75.0,12.48,29.96
'0:00.903',-0.215,0.87,6.083,10.257,75.0,12.48,29.95
'0:00.905',-0.183,0.87,6.083,10.257,75.0,12.48,29.95
'0:00.907',-0.161,0.87,6.083,10.257,75.0,12.48,29.95
'0:00.909',-0.122,0.87,6.083,10.257,75.0,12.48,29.95
'0:00.911',-0.051,0.87,6.083,10.257,75.0,12.48,29.95
'0:00.913',0.06,0.87,6.083,10.257,75.0,12.48,29.95
'0:00.915',0.21,0.87,6.083,10.257,75.0,12.48,29.95
'0:00.917',0.338,0.87,6.083,10.257,75.0,12.48,29.95
'0:00.919',0.447,0.87,6.083,10.257,75.0,12.48,29.95
'0:00.921',0.557,0.87,6.083,10.257,75.0,12.48,29.95
'0:00.923',0.687,0.87,6.083,10.257,75.0,12.48,29.95
'0:00.925',0.819,0.87,6.083,10.257,75.0,12.48,29.95
'0:00.927',0.903,0.87,6.083,10.257,75.0,12.48,29.95
'0:00.929',0.952,0.87,6.083,10.257,75.0,12.48,29.95
'0:00.931',0.968,0.87,6.083,10.257,75.0,12.48,29.95
'0:00.933',0.935,0.87,6.083,10.257,75.0,12.48,29.95
'0:00.935',0.811,0.87,6.078,10.242,75.0,12.48,29.97
'0:00.938',0.588,0.87,6.078,10.242,75.0,12.48,29.97
'0:00.940',0.348,0.87,6.078,10.242,75.0,12.48,29.97
'0:00.942',0.087,0.87,6.078,10.242,75.0,12.48,29.97
'0:00.944',-0.107,0.87,6.078,10.242,75.0,12.48,29.97
'0:00.946',-0.178,0.87,6.078,10.242,75.0,12.48,29.97
'0:00.948',-0.292,0.87,6.078,10.242,75.0,12.48,29.97
'0:00.950',-0.424,0.87,6.078,10.242,75.0,12.48,29.97
'0:00.952',-0.457,0.87,6.078,10.242,75.0,12.48,29.97
'0:00.954',-0.455,0.87,6.078,10.242,75.0,12.48,29.97
'0:00.956',-0.471,0.87,6.078,10.242,75.0,12.48,29.97
'0:00.958',-0.501,0.87,6.078,10.242,75.0,12.48,29.97
'0:00.960',-0.534,0.87,6.078,10.242,75.0,12.48,29.97
'0:00.962',-0.499,0.87,6.078,10.242,75.0,12.48,29.97
'0:00.964',-0.41,0.87,6.078,10.242,75.0,12.48,29.97
'0:00.966',-0.337,0.87,6.078,10.242,75.0,12.48,29.97
'0:00.968',-0.275,0.912,6.073,10.227,75.0,12.48,30.03
'0:00.970',-0.244,0.912,6.073,10.227,75.0,12.48,30.03
'0:00.972',-0.234,0.912,6.073,10.227,75.0,12.48,30.03
'0:00.974',-0.201,0.912,6.073,10.227,75.0,12.48,30.03
'0:00.976',-0.166,0.912,6.073,10.227,75.0,12.48,30.03
'0:00.978',-0.172,0.912,6.073,10.227,75.0,12.48,30.03
'0:00.980',-0.181,0.912,6.073,10.227,75.0,12.48,30.03
'0:00.982',-0.165,0.912,6.073,10.227,75.0,12.48,30.03
'0:00.984',-0.165,0.912,6.073,10.227,75.0,12.48,30.03
'0:00.986',-0.172,0.912,6.073,10.227,75.0,12.48,30.03
'0:00.988',-0.206,0.912,6.073,10.227,75.0,12.48,30.03
'0:00.990',-0.205,0.912,6.073,10.227,75.0,12.48,30.03
'0:00.992',-0.159,0.912,6.073,10.227,75.0,12.48,30.03
'0:00.994',-0.171,0.912,6.073,10.227,75.0,12.48,30.03
'0:00.996',-0.195,0.912,6.073,10.227,75.0,12.48,30.03
'0:00.998',-0.178,0.912,6.073,10.227,75.0,12.48,30.03
'0:01.000',-0.2,0.912,6.071,10.212,75.0,12.48,30.09
'0:01.002',-0.25,0.912,6.071,10.212,75.0,12.48,30.09
'0:01.004',-0.238,0.912,6.071,10.212,75.0,12.48,30.09
'0:01.006',-0.161,0.912,6.071,10.212,75.0,12.48,30.09
'0:01.008',-0.117,0.912,6.071,10.212,75.0,12.48,30.09
'0:01.010',-0.154,0.912,6.071,10.212,75.0,12.48,30.09
'0:01.012',-0.153,0.912,6.071,10.212,75.0,12.48,30.09
'0:01.014',-0.14,0.912,6.071,10.212,75.0,12.48,30.09
'0:01.016',-0.173,0.912,6.071,10.212,75.0,12.48,30.09
'0:01.018',-0.172,0.912,6.071,10.212,75.0,12.48,30.09
'0:01.020',-0.128,0.912,6.071,10.212,75.0,12.48,30.09
'0:01.022',-0.118,0.912,6.071,10.212,75.0,12.48,30.09
'0:01.024',-0.145,0.912,6.071,10.212,75.0,12.48,30.09
'0:01.026',-0.165,0.912,6.071,10.212,75.0,12.48,30.09
'0:01.028',-0.217,0.912,6.071,10.212,75.0,12.48,30.09
'0:01.030',-0.226,0.912,6.071,10.212,75.0,12.48,30.09
'0:01.032',-0.178,0.849,6.066,10.197,75.0,12.48,30.2
'0:01.034',-0.203,0.849,6.066,10.197,75.0,12.48,30.2
'0:01.036',-0.203,0.849,6.066,10.197,75.0,12.48,30.2
'0:01.038',-0.142,0.849,6.066,10.197,75.0,12.48,30.2
'0:01.040',-0.159,0.849,6.066,10.197,75.0,12.48,30.2
'0:01.042',-0.162,0.849,6.066,10.197,75.0,12.48,30.2
'0:01.044',-0.114,0.849,6.066,10.197,75.0,12.48,30.2
'0:01.046',-0.085,0.849,6.066,10.197,75.0,12.48,30.2
'0:01.048',-0.065,0.849,6.066,10.197,75.0,12.48,30.2
'0:01.050',-0.052,0.849,6.066,10.197,75.0,12.48,30.2
'0:01.052',-0.07,0.849,6.066,10.197,75.0,12.48,30.2
'0:01.054',-0.096,0.849,6.066,10.197,75.0,12.48,30.2
'0:01.056',-0.073,0.849,6.066,10.197,75.0,12.48,30.2
'0:01.058',-0.02,0.849,6.066,10.197,75.0,12.48,30.2
'0:01.060',-0.056,0.849,6.066,10.197,75.0,12.48,30.2
'0:01.063',-0.154,0.849,6.066,10.197,75.0,12.48,30.2
'0:01.065',-0.144,0.849,6.063,10.182,75.0,12.48,30.34
'0:01.067',-0.118,0.849,6.063,10.182,75.0,12.48,30.34
'0:01.069',-0.121,0.849,6.063,10.182,75.0,12.48,30.34
'0:01.071',-0.062,0.849,6.063,10.182,75.0,12.48,30.34
'0:01.073',-0.085,0.849,6.063,10.182,75.0,12.48,30.34
'0:01.075',-0.127,0.849,6.063,10.182,75.0,12.48,30.34
'0:01.077',-0.072,0.849,6.063,10.182,75.0,12.48,30.34
'0:01.079',-0.068,0.849,6.063,10.182,75.0,12.48,30.34
'0:01.081',-0.087,0.849,6.063,10.182,75.0,12.48,30.34
'0:01.083',-0.072,0.849,6.063,10.182,75.0,12.48,30.34
'0:01.085',-0.062,0.849,6.063,10.182,75.0,12.48,30.34
'0:01.087',-0.022,0.849,6.063,10.182,75.0,12.48,30.34
'0:01.089',0.012,0.849,6.063,10.182,75.0,12.48,30.34
'0:01.091',0.04,0.849,6.063,10.182,75.0,12.48,30.34
'0:01.093',0.054,0.849,6.063,10.182,75.0,12.48,30.34
'0:01.095',0.026,0.849,6.063,10.182,75.0,12.48,30.34
'0:01.097',0.004,0.725,6.061,10.167,89.0,12.48,30.47
'0:01.099',-0.037,0.725,6.061,10.167,89.0,12.48,30.47
'0:01.101',-0.055,0.725,6.061,10.167,89.0,12.48,30.47
'0:01.103',-0.018,0.725,6.061,10.167,89.0,12.48,30.47
'0:01.105',0.005,0.725,6.061,10.167,89.0,12.48,30.47
'0:01.107',-0.005,0.725,6.061,10.167,89.0,12.48,30.47
'0:01.109',-0.038,0.725,6.061,10.167,89.0,12.48,30.47
'0:01.111',-0.02,0.725,6.061,10.167,89.0,12.48,30.47
'0:01.113',0.055,0.725,6.061,10.167,89.0,12.48,30.47
'0:01.115',0.077,0.725,6.061,10.167,89.0,12.48,30.47
'0:01.117',0.074,0.725,6.061,10.167,89.0,12.48,30.47
'0:01.119',0.117,0.725,6.061,10.167,89.0,12.48,30.47
'0:01.121',0.131,0.725,6.061,10.167,89.0,12.48,30.47
'0:01.123',0.081,0.725,6.061,10.167,89.0,12.48,30.47
'0:01.125',0.059,0.725,6.061,10.167,89.0,12.48,30.47
'0:01.127',0.085,0.725,6.061,10.167,89.0,12.48,30.47
'0:01.129',0.048,0.725,6.058,10.155,89.0,12.48,30.62
'0:01.131',-0.012,0.725,6.058,10.155,89.0,12.48,30.62
'0:01.133',0.015,0.725,6.058,10.155,89.0,12.48,30.62
'0:01.135',0.027,0.725,6.058,10.155,89.0,12.48,30.62
'0:01.137',-0.004,0.725,6.058,10.155,89.0,12.48,30.62
'0:01.139',0.032,0.725,6.058,10.155,89.0,12.48,30.62
'0:01.141',0.137,0.725,6.058,10.155,89.0,12.48,30.62
'0:01.143',0.214,0.725,6.058,10.155,89.0,12.48,30.62
'0:01.145',0.206,0.725,6.058,10.155,89.0,12.48,30.62
'0:01.147',0.208,0.725,6.058,10.155,89.0,12.48,30.62
'0:01.149',0.228,0.725,6.058,10.155,89.0,12.48,30.62
'0:01.151',0.193,0.725,6.058,10.155,89.0,12.48,30.62
'0:01.153',0.127,0.725,6.058,10.155,89.0,12.48,30.62
'0:01.155',0.09,0.725,6.058,10.155,89.0,12.48,30.62
'0:01.157',0.098,0.725,6.058,10.155,89.0,12.48,30.62
'0:01.159',0.109,0.725,6.058,10.155,89.0,12.48,30.62
'0:01.161',0.131,0.787,6.056,10.14,89.0,12.48,30.79
'0:01.163',0.145,0.787,6.056,10.14,89.0,12.48,30.79
'0:01.165',0.103,0.787,6.056,10.14,89.0,12.48,30.79
'0:01.167',0.106,0.787,6.056,10.14,89.0,12.48,30.79
'0:01.169',0.118,0.787,6.056,10.14,89.0,12.48,30.79
'0:01.171',0.039,0.787,6.056,10.14,89.0,12.48,30.79
'0:01.173',0.009,0.787,6.056,10.14,89.0,12.48,30.79
'0:01.175',0.059,0.787,6.056,10.14,89.0,12.48,30.79
'0:01.177',0.088,0.787,6.056,10.14,89.0,12.48,30.79
'0:01.179',0.112,0.787,6.056,10.14,89.0,12.48,30.79
'0:01.181',0.192,0.787,6.056,10.14,89.0,12.48,30.79
'0:01.183',0.204,0.787,6.056,10.14,89.0,12.48,30.79
'0:01.185',0.111,0.787,6.056,10.14,89.0,12.48,30.79
'0:01.188',0.074,0.787,6.056,10.14,89.0,12.48,30.79
'0:01.190',0.09,0.787,6.056,10.14,89.0,12.48,30.79
'0:01.192',0.063,0.787,6.056,10.14,89.0,12.48,30.79
'0:01.194',-0.017,0.787,6.056,10.125,89.0,12.48,30.99
'0:01.196',-0.044,0.787,6.056,10.125,89.0,12.48,30.99
'0:01.198',-0.009,0.787,6.056,10.125,89.0,12.48,30.99
'0:01.200',-0.024,0.787,6.056,10.125,89.0,12.48,30.99
'0:01.202',-0.038,0.787,6.056,10.125,89.0,12.48,30.99
'0:01.204',-0.066,0.787,6.056,10.125,89.0,12.48,30.99
'0:01.206',-0.147,0.787,6.056,10.125,89.0,12.48,30.99
'0:01.208',-0.184,0.787,6.056,10.125,89.0,12.48,30.99
'0:01.210',-0.188,0.787,6.056,10.125,89.0,12.48,30.99
'0:01.212',-0.134,0.787,6.056,10.125,89.0,12.48,30.99
'0:01.214',-0.106,0.787,6.056,10.125,89.0,12.48,30.99
'0:01.216',-0.12,0.787,6.056,10.125,89.0,12.48,30.99
'0:01.218',-0.106,0.787,6.056,10.125,89.0,12.48,30.99
'0:01.220',-0.14,0.787,6.056,10.125,89.0,12.48,30.99
'0:01.222',-0.177,0.787,6.056,10.125,89.0,12.48,30.99
'0:01.224',-0.153,0.787,6.056,10.125,89.0,12.48,30.99
'0:01.226',-0.104,0.912,6.056,10.11,89.0,12.48,31.24
'0:01.228',-0.106,0.912,6.056,10.11,89.0,12.48,31.24
'0:01.230',-0.16,0.912,6.056,10.11,89.0,12.48,31.24
'0:01.232',-0.183,0.912,6.056,10.11,89.0,12.48,31.24
'0:01.234',-0.188,0.912,6.056,10.11,89.0,12.48,31.24
'0:01.236',-0.193,0.912,6.056,10.11,89.0,12.48,31.24
'0:01.238',-0.212,0.912,6.056,10.11,89.0,12.48,31.24
'0:01.240',-0.237,0.912,6.056,10.11,89.0,12.48,31.24
'0:01.242',-0.258,0.912,6.056,10.11,89.0,12.48,31.24
'0:01.244',-0.324,0.912,6.056,10.11,89.0,12.48,31.24
'0:01.246',-0.354,0.912,6.056,10.11,89.0,12.48,31.24
'0:01.248',-0.293,0.912,6.056,10.11,89.0,12.48,31.24
'0:01.250',-0.23,0.912,6.056,10.11,89.0,12.48,31.24
'0:01.252',-0.175,0.912,6.056,10.11,89.0,12.48,31.24
'0:01.254',-0.133,0.912,6.056,10.11,89.0,12.48,31.24
'0:01.256',-0.145,0.912,6.056,10.11,89.0,12.48,31.24
'0:01.258',-0.192,0.912,6.053,10.095,89.0,12.48,31.61
'0:01.260',-0.234,0.912,6.053,10.095,89.0,12.48,31.61
'0:01.262',-0.227,0.912,6.053,10.095,89.0,12.48,31.61
'0:01.264',-0.205,0.912,6.053,10.095,89.0,12.48,31.61
'0:01.266',-0.208,0.912,6.053,10.095,89.0,12.48,31.61
'0:01.268',-0.205,0.912,6.053,10.095,89.0,12.48,31.61
'0:01.270',-0.223,0.912,6.053,10.095,89.0,12.48,31.61
'0:01.272',-0.26,0.912,6.053,10.095,89.0,12.48,31.61
'0:01.274',-0.223,0.912,6.053,10.095,89.0,12.48,31.61
'0:01.276',-0.17,0.912,6.053,10.095,89.0,12.48,31.61
'0:01.278',-0.194,0.912,6.053,10.095,89.0,12.48,31.61
'0:01.280',-0.217,0.912,6.053,10.095,89.0,12.48,31.61
'0:01.282',-0.248,0.912,6.053,10.095,89.0,12.48,31.61
'0:01.284',-0.278,0.912,6.053,10.095,89.0,12.48,31.61
'0:01.286',-0.254,0.912,6.053,10.095,89.0,12.48,31.61
'0:01.288',-0.208,0.912,6.053,10.095,89.0,12.48,31.61
'0:01.290',-0.154,0.849,6.051,10.08,89.0,12.48,32.08
'0:01.292',-0.148,0.849,6.051,10.08,89.0,12.48,32.08
'0:01.294',-0.194,0.849,6.051,10.08,89.0,12.48,32.08
'0:01.296',-0.243,0.849,6.051,10.08,89.0,12.48,32.08
'0:01.298',-0.265,0.849,6.051,10.08,89.0,12.48,32.08
'0:01.300',-0.233,0.849,6.051,10.08,89.0,12.48,32.08
'0:01.302',-0.176,0.849,6.051,10.08,89.0,12.48,32.08
'0:01.304',-0.187,0.849,6.051,10.08,89.0,12.48,32.08
'0:01.306',-0.258,0.849,6.051,10.08,89.0,12.48,32.08
'0:01.308',-0.294,0.849,6.051,10.08,89.0,12.48,32.08
'0:01.310',-0.262,0.849,6.051,10.08,89.0,12.48,32.08
'0:01.313',-0.194,0.849,6.051,10.08,89.0,12.48,32.08
'0:01.315',-0.136,0.849,6.051,10.08,89.0,12.48,32.08
'0:01.317',-0.096,0.849,6.051,10.08,89.0,12.48,32.08
'0:01.319',-0.133,0.849,6.051,10.08,89.0,12.48,32.08
'0:01.321',-0.183,0.849,6.051,10.08,89.0,12.48,32.08
'0:01.323',-0.155,0.849,6.046,10.066,89.0,12.48,32.54
'0:01.325',-0.149,0.849,6.046,10.066,89.0,12.48,32.54
'0:01.327',-0.193,0.849,6.046,10.066,89.0,12.48,32.54
'0:01.329',-0.184,0.849,6.046,10.066,89.0,12.48,32.54
'0:01.331',-0.154,0.849,6.046,10.066,89.0,12.48,32.54
'0:01.333',-0.179,0.849,6.046,10.066,89.0,12.48,32.54
'0:01.335',-0.22,0.849,6.046,10.066,89.0,12.48,32.54
'0:01.337',-0.217,0.849,6.046,10.066,89.0,12.48,32.54
'0:01.339',-0.21,0.849,6.046,10.066,89.0,12.48,32.54
'0:01.341',-0.217,0.849,6.046,10.066,89.0,12.48,32.54
'0:01.343',-0.222,0.849,6.046,10.066,89.0,12.48,32.54
'0:01.345',-0.215,0.849,6.046,10.066,89.0,12.48,32.54
'0:01.347',-0.175,0.849,6.046,10.066,89.0,12.48,32.54
'0:01.349',-0.156,0.849,6.046,10.066,89.0,12.48,32.54
'0:01.351',-0.153,0.849,6.046,10.066,89.0,12.48,32.54
'0:01.353',-0.112,0.849,6.046,10.066,89.0,12.48,32.54
'0:01.355',-0.099,1.533,6.041,10.053,89.0,12.48,32.77
'0:01.357',-0.126,1.533,6.041,10.053,89.0,12.48,32.77
'0:01.359',-0.165,1.533,6.041,10.053,89.0,12.48,32.77
'0:01.361',-0.178,1.533,6.041,10.053,89.0,12.48,32.77
'0:01.363',-0.204,1.533,6.041,10.053,89.0,12.48,32.77
'0:01.365',-0.254,1.533,6.041,10.053,89.0,12.48,32.77
'0:01.367',-0.267,1.533,6.041,10.053,89.0,12.48,32.77
'0:01.369',-0.226,1.533,6.041,10.053,89.0,12.48,32.77
'0:01.371',-0.161,1.533,6.041,10.053,89.0,12.48,32.77
'0:01.373',-0.151,1.533,6.041,10.053,89.0,12.48,32.77
'0:01.375',-0.159,1.533,6.041,10.053,89.0,12.48,32.77
'0:01.377',-0.134,1.533,6.041,10.053,89.0,12.48,32.77
'0:01.379',-0.123,1.533,6.041,10.053,89.0,12.48,32.77
'0:01.381',-0.15,1.533,6.041,10.053,89.0,12.48,32.77
'0:01.383',-0.133,1.533,6.041,10.053,89.0,12.48,32.77
'0:01.385',-0.071,1.533,6.041,10.053,89.0,12.48,32.77
'0:01.387',-0.081,1.533,6.036,10.041,89.0,12.48,32.9
'0:01.389',-0.116,1.533,6.036,10.041,89.0,12.48,32.9
'0:01.391',-0.122,1.533,6.036,10.041,89.0,12.48,32.9
'0:01.393',-0.132,1.533,6.036,10.041,89.0,12.48,32.9
'0:01.395',-0.138,1.533,6.036,10.041,89.0,12.48,32.9
'0:01.397',-0.112,1.533,6.036,10.041,89.0,12.48,32.9
'0:01.399',-0.081,1.533,6.036,10.041,89.0,12.48,32.9
'0:01.401',-0.092,1.533,6.036,10.041,89.0,12.48,32.9
'0:01.403',-0.115,1.533,6.036,10.041,89.0,12.48,32.9
'0:01.405',-0.087,1.533,6.036,10.041,89.0,12.48,32.9
'0:01.407',-0.072,1.533,6.036,10.041,89.0,12.48,32.9
'0:01.409',-0.104,1.533,6.036,10.041,89.0,12.48,32.9
'0:01.411',-0.098,1.533,6.036,10.041,89.0,12.48,32.9
'0:01.413',-0.055,1.533,6.036,10.041,89.0,12.48,32.9
'0:01.415',-0.073,1.533,6.036,10.041,89.0,12.48,32.9
'0:01.417',-0.109,1.533,6.036,10.041,89.0,12.48,32.9
'0:01.419',-0.065,1.057,6.031,10.028,89.0,12.48,33.05
'0:01.421',-0.043,1.057,6.031,10.028,89.0,12.48,33.05
'0:01.423',-0.068,1.057,6.031,10.028,89.0,12.48,33.05
'0:01.425',-0.06,1.057,6.031,10.028,89.0,12.48,33.05
'0:01.427',-0.073,1.057,6.031,10.028,89.0,12.48,33.05
'0:01.429',-0.114,1.057,6.031,10.028,89.0,12.48,33.05
'0:01.431',-0.128,1.057,6.031,10.028,89.0,12.48,33.05
'0:01.433',-0.144,1.057,6.031,10.028,89.0,12.48,33.05
'0:01.435',-0.15,1.057,6.031,10.028,89.0,12.48,33.05
'0:01.438',-0.165,1.057,6.031,10.028,89.0,12.48,33.05
'0:01.440',-0.19,1.057,6.031,10.028,89.0,12.48,33.05
'0:01.442',-0.154,1.057,6.031,10.028,89.0,12.48,33.05
'0:01.444',-0.139,1.057,6.031,10.028,89.0,12.48,33.05
'0:01.446',-0.195,1.057,6.031,10.028,89.0,12.48,33.05
'0:01.448',-0.232,1.057,6.031,10.028,89.0,12.48,33.05
'0:01.450',-0.2,1.057,6.031,10.028,89.0,12.48,33.05
'0:01.452',-0.176,1.057,6.023,10.018,89.0,12.48,33.09
'0:01.454',-0.184,1.057,6.023,10.018,89.0,12.48,33.09
'0:01.456',-0.175,1.057,6.023,10.018,89.0,12.48,33.09
'0:01.458',-0.237,1.057,6.023,10.018,89.0,12.48,33.09
'0:01.460',-0.321,1.057,6.023,10.018,89.0,12.48,33.09
'0:01.462',-0.311,1.057,6.023,10.018,89.0,12.48,33.09
'0:01.464',-0.264,1.057,6.023,10.018,89.0,12.48,33.09
'0:01.466',-0.205,1.057,6.023,10.018,89.0,12.48,33.09
'0:01.468',-0.161,1.057,6.023,10.018,89.0,12.48,33.09
'0:01.470',-0.164,1.057,6.023,10.018,89.0,12.48,33.09
'0:01.472',-0.167,1.057,6.023,10.018,89.0,12.48,33.09
'0:01.474',-0.208,1.057,6.023,10.018,89.0,12.48,33.09
'0:01.476',-0.277,1.057,6.023,10.018,89.0,12.48,33.09
'0:01.478',-0.311,1.057,6.023,10.018,89.0,12.48,33.09
'0:01.480',-0.346,1.057,6.023,10.018,89.0,12.48,33.09
'0:01.482',-0.308,1.057,6.023,10.018,89.0,12.48,33.09
'0:01.484',-0.23,1.285,6.016,10.006,89.0,12.48,32.99
'0:01.486',-0.198,1.285,6.016,10.006,89.0,12.48,32.99
'0:01.488',-0.149,1.285,6.016,10.006,89.0,12.48,32.99
'0:01.490',-0.101,1.285,6.016,10.006,89.0,12.48,32.99
'0:01.492',-0.099,1.285,6.016,10.006,89.0,12.48,32.99
'0:01.494',-0.173,1.285,6.016,10.006,89.0,12.48,32.99
'0:01.496',-0.247,1.285,6.016,10.006,89.0,12.48,32.99
'0:01.498',-0.26,1.285,6.016,10.006,89.0,12.48,32.99
'0:01.500',-0.243,1.285,6.016,10.006,89.0,12.48,32.99
'0:01.502',-0.221,1.285,6.016,10.006,89.0,12.48,32.99
'0:01.504',-0.184,1.285,6.016,10.006,89.0,12.48,32.99
'0:01.506',-0.101,1.285,6.016,10.006,89.0,12.48,32.99
'0:01.508',-0.093,1.285,6.016,10.006,89.0,12.48,32.99
'0:01.510',-0.142,1.285,6.016,10.006,89.0,12.48,32.99
'0:01.512',-0.171,1.285,6.016,10.006,89.0,12.48,32.99
'0:01.514',-0.232,1.285,6.016,10.006,89.0,12.48,32.99
'0:01.516',-0.258,1.285,6.006,9.996,89.0,12.48,32.77
'0:01.518',-0.248,1.285,6.006,9.996,89.0,12.48,32.77
'0:01.520',-0.277,1.285,6.006,9.996,89.0,12.48,32.77
'0:01.522',-0.31,1.285,6.006,9.996,89.0,12.48,32.77
'0:01.524',-0.299,1.285,6.006,9.996,89.0,12.48,32.77
'0:01.526',-0.266,1.285,6.006,9.996,89.0,12.48,32.77
'0:01.528',-0.233,1.285,6.006,9.996,89.0,12.48,32.77
'0:01.530',-0.194,1.285,6.006,9.996,89.0,12.48,32.77
'0:01.532',-0.176,1.285,6.006,9.996,89.0,12.48,32.77
'0:01.534',-0.171,1.285,6.006,9.996,89.0,12.48,32.77
'0:01.536',-0.179,1.285,6.006,9.996,89.0,12.48,32.77
'0:01.538',-0.205,1.285,6.006,9.996,89.0,12.48,32.77
'0:01.540',-0.188,1.285,6.006,9.996,89.0,12.48,32.77
'0:01.542',-0.236,1.285,6.006,9.996,89.0,12.48,32.77
'0:01.544',-0.32,1.285,6.006,9.996,89.0,12.48,32.77
'0:01.546',-0.278,1.285,6.006,9.996,89.0,12.48,32.77
'0:01.548',-0.197,0.974,5.996,9.983,89.0,12.48,32.63
'0:01.550',-0.104,0.974,5.996,9.983,89.0,12.48,32.63
'0:01.552',0.004,0.974,5.996,9.983,89.0,12.48,32.63
'0:01.554',0.106,0.974,5.996,9.983,89.0,12.48,32.63
'0:01.556',0.286,0.974,5.996,9.983,89.0,12.48,32.63
'0:01.558',0.477,0.974,5.996,9.983,89.0,12.48,32.63
'0:01.560',0.57,0.974,5.996,9.983,89.0,12.48,32.63
'0:01.563',0.623,0.974,5.996,9.983,89.0,12.48,32.63
'0:01.565',0.715,0.974,5.996,9.983,89.0,12.48,32.63
'0:01.567',0.806,0.974,5.996,9.983,89.0,12.48,32.63
'0:01.569',0.895,0.974,5.996,9.983,89.0,12.48,32.63
